driver_trip,prob
3595_187,0.999
3595_188,0.9986
3595_189,0.9088
3595_19,0.7074
3595_190,0.6866
3595_191,0.7878
3595_192,0.88
3595_193,0.9022
3595_194,0.7182
3595_195,1.0
3595_196,0.9076
3595_197,0.9988
3595_198,0.0474
3595_199,0.8562
3595_2,0.9146
3595_20,0.6596
3595_200,0.9758
3595_21,0.707
3595_22,0.0162
3595_23,0.732
3595_24,0.789
3595_25,0.9222
3595_26,0.969
3595_27,0.8626
3595_28,0.7558
3595_29,0.949
3595_3,0.924
3595_30,0.9908
3595_31,0.9522
3595_32,0.7418
3595_33,0.9936
3595_34,0.9206
3595_35,0.9776
3595_36,0.0744
3595_37,0.7332
3595_38,0.9706
3595_39,0.816
3595_4,0.998
3595_40,0.9266
3595_41,0.6734
3595_42,0.9532
3595_43,0.9048
3595_44,0.0048
3595_45,0.6866
3595_46,0.7618
3595_47,0.7168
3595_48,0.9596
3595_49,0.7674
3595_5,0.8198
3595_50,0.7446
3595_51,0.7492
3595_52,0.9236
3595_53,0.0426
3595_54,0.8404
3595_55,0.6522
3595_56,0.9844
3595_57,0.9956
3595_58,0.7252
3595_59,0.8012
3595_6,0.9994
3595_60,0.9678
3595_61,0.8044
3595_62,0.647
3595_63,0.8722
3595_64,0.7728
3595_65,0.8144
3595_66,0.8744
3595_67,0.848
3595_68,0.9962
3595_69,0.896
3595_7,0.9164
3595_70,0.9984
3595_71,0.785
3595_72,0.759
3595_73,0.9996
3595_74,0.8008
3595_75,0.7742
3595_76,0.936
3595_77,0.6646
3595_78,0.8328
3595_79,0.6776
3595_8,0.684
3595_80,0.8242
3595_81,0.8844
3595_82,0.9344
3595_83,0.9878
3595_84,0.8412
3595_85,0.9718
3595_86,0.6698
3595_87,0.9686
3595_88,0.9932
3595_89,0.716
3595_9,0.8382
3595_90,0.0538
3595_91,0.9944
3595_92,0.8748
3595_93,0.6888
3595_94,0.6766
3595_95,0.7118
3595_96,0.9476
3595_97,0.7862
3595_98,0.911
3595_99,0.6776
1889_1,0.9142
1889_10,0.9432
1889_100,0.9282
1889_101,0.87
1889_102,0.9338
1889_103,0.6676
1889_104,0.8584
1889_105,0.9352
1889_106,0.9482
1889_107,0.6796
1889_108,0.7456
1889_109,0.9146
1889_11,0.7932
1889_110,0.8768
1889_111,0.784
1889_112,0.7078
1889_113,0.9346
1889_114,0.7878
1889_115,0.706
1889_116,0.7892
1889_117,0.8096
1889_118,0.7932
1889_119,0.9492
1889_12,0.7618
1889_120,0.7058
1889_121,0.9736
1889_122,0.6894
1889_123,0.9204
1889_124,0.9192
1889_125,0.867
1889_126,0.7752
1889_127,0.753
1889_128,0.7512
1889_129,0.8906
1889_13,0.906
1889_130,0.8424
1889_131,0.881
1889_132,0.702
1889_133,0.8424
1889_134,0.8012
1889_135,0.7848
1889_136,0.7058
1889_137,0.9406
1889_138,0.7156
1889_139,0.845
1889_14,0.841
1889_140,0.7772
1889_141,0.9236
1889_142,0.9046
1889_143,0.9596
1889_144,0.0614
1889_145,0.8374
1889_146,0.8606
1889_147,0.7444
1889_148,0.8626
1889_149,0.8528
1889_15,0.8964
1889_150,0.926
1889_151,0.79
1889_152,0.8956
1889_153,0.8382
1889_154,0.8232
1889_155,0.8322
1889_156,0.7996
1889_157,0.8542
1889_158,0.8486
1889_159,0.7926
1889_16,0.776
1889_160,0.9428
1889_161,0.79
1889_162,0.9648
1889_163,0.9662
1889_164,0.7156
1889_165,0.7054
1889_166,0.6768
1889_167,0.9364
1889_168,0.8678
1889_169,0.7886
1889_17,0.7446
1889_170,0.7734
1889_171,0.7978
1889_172,0.9244
1889_173,0.7622
1889_174,0.8288
1889_175,0.6754
1889_176,0.8132
1889_177,0.7028
1889_178,0.658
1889_179,0.7912
1889_18,0.7982
1889_180,0.8402
1889_181,0.7894
1889_182,0.9896
1889_183,0.8288
1889_184,0.9038
1889_185,0.9728
1889_186,0.7224
1889_187,0.672
1889_188,0.9232
1889_189,0.792
1889_19,0.8644
1889_190,0.6982
1889_191,0.7866
1889_192,0.7176
1889_193,0.7194
1889_194,0.7084
1889_195,0.7686
1889_196,0.777
1889_197,0.784
1889_198,0.932
1889_199,0.8044
1889_2,0.917
1889_20,0.7196
1889_200,0.7628
1889_21,0.85
1889_22,0.7162
1889_23,0.7252
1889_24,0.8392
1889_25,0.9396
1889_26,0.918
1889_27,0.6784
1889_28,0.7304
1889_29,0.6874
1889_3,0.96
1889_30,0.9192
1889_31,0.7466
1889_32,0.7152
1889_33,0.8246
1889_34,0.9094
1889_35,0.937
1889_36,0.766
1889_37,0.8202
1889_38,0.8706
1889_39,0.8544
1889_4,0.7624
1889_40,0.7152
1889_41,0.8376
1889_42,0.9326
1889_43,0.9458
1889_44,0.7598
1889_45,0.8202
1889_46,0.728
1889_47,0.934
1889_48,0.922
1889_49,0.7214
1889_5,0.7278
1889_50,0.7938
1889_51,0.685
1889_52,0.7708
1889_53,0.7948
1889_54,0.9014
1889_55,0.9226
1889_56,0.8912
1889_57,0.8414
1889_58,0.7994
1889_59,0.7674
1889_6,0.712
1889_60,0.7434
1889_61,0.7264
1889_62,0.0002
1889_63,0.947
1889_64,0.771
1889_65,0.8738
1889_66,0.9318
1889_67,0.7636
1889_68,0.9658
1889_69,0.69
1889_7,0.9676
1889_70,0.8372
1889_71,0.6884
1889_72,0.8488
1889_73,0.9778
1889_74,0.6922
1889_75,0.741
1889_76,0.694
1889_77,0.717
1889_78,0.825
1889_79,0.8052
1889_8,0.9196
1889_80,0.6742
1889_81,0.9222
1889_82,0.8228
1889_83,0.8168
1889_84,0.6852
1889_85,0.9506
1889_86,0.876
1889_87,0.7574
1889_88,0.802
1889_89,0.7274
1889_9,0.6888
1889_90,0.6932
1889_91,0.788
1889_92,0.8722
1889_93,0.9316
1889_94,0.6654
1889_95,0.811
1889_96,0.9626
1889_97,0.9712
1889_98,0.8566
1889_99,0.8226
10_1,0.8658
10_10,0.9882
10_100,0.9372
10_101,0.833
10_102,0.808
10_103,0.8324
10_104,0.818
10_105,0.8858
10_106,0.9558
10_107,0.9802
10_108,0.7618
10_109,0.9338
10_11,0.9558
10_110,0.985
10_111,0.925
10_112,0.969
10_113,0.8766
10_114,0.8848
10_115,0.964
10_116,0.8212
10_117,0.0354
10_118,0.9136
10_119,0.9278
10_12,0.6746
10_120,0.842
10_121,0.9524
10_122,0.0072
10_123,0.7678
10_124,0.9702
10_125,0.9546
10_126,0.8218
10_127,0.8324
10_128,0.0034
10_129,0.6466
10_13,0.8804
10_130,0.9068
10_131,0.8902
10_132,0.8432
10_133,0.828
10_134,0.7616
10_135,0.8052
10_136,0.716
10_137,0.8028
10_138,0.6532
10_139,0.783
10_14,0.9686
10_140,0.8826
10_141,0.9264
10_142,0.9592
10_143,0.8688
10_144,0.8746
10_145,0.6964
10_146,0.9596
10_147,0.871
10_148,0.8404
10_149,0.8326
10_15,0.9154
10_150,0.7996
10_151,0.7852
10_152,0.9284
10_153,0.9616
10_154,0.9526
10_155,0.9338
10_156,0.0052
10_157,0.672
10_158,0.0276
10_159,0.736
10_16,0.8914
10_160,0.866
10_161,0.782
10_162,0.8804
10_163,0.7684
10_164,0.8318
10_165,0.891
10_166,0.9222
10_167,0.9296
10_168,0.8724
10_169,0.9096
10_17,0.7438
10_170,0.6946
10_171,0.7914
10_172,0.797
10_173,0.8544
10_174,0.9284
10_175,0.7824
10_176,0.761
10_177,0.884
10_178,0.7492
10_179,0.8506
10_18,0.9226
10_180,0.9412
10_181,0.8792
10_182,0.9492
10_183,0.811
10_184,0.9826
10_185,0.8584
10_186,0.8764
10_187,0.7866
10_188,0.9688
10_189,0.8794
10_19,0.7008
10_190,0.0402
10_191,0.86
10_192,0.9086
10_193,0.899
10_194,0.7788
10_195,0.6892
10_196,0.665
10_197,0.896
10_198,0.912
10_199,0.9632
10_2,0.0748
10_20,0.8614
10_200,0.7854
10_21,0.7064
10_22,0.91
10_23,0.8232
10_24,0.8564
10_25,0.922
10_26,0.0
10_27,0.8594
10_28,0.892
10_29,0.8438
10_3,0.8962
10_30,0.9094
10_31,0.818
10_32,0.6696
10_33,0.7566
10_34,0.659
10_35,0.944
10_36,0.8678
10_37,0.9488
10_38,0.6442
10_39,0.9824
10_4,0.8486
10_40,0.8402
10_41,0.9298
10_42,0.8734
10_43,0.8584
10_44,0.9212
10_45,0.8506
10_46,0.8448
10_47,0.8258
10_48,0.6872
10_49,0.9118
10_5,0.8536
10_50,0.822
10_51,0.8156
10_52,0.9284
10_53,0.9258
10_54,0.8288
10_55,0.7986
10_56,0.8382
10_57,0.9168
10_58,0.8406
10_59,0.0846
10_6,0.664
10_60,0.788
10_61,0.917
10_62,0.905
10_63,0.0
10_64,0.0306
10_65,0.896
10_66,0.029
10_67,0.9318
10_68,0.7192
10_69,0.6774
10_7,0.9126
10_70,0.9538
10_71,0.7824
10_72,0.8034
10_73,0.7
10_74,0.9156
10_75,0.8566
10_76,0.0002
10_77,0.8366
10_78,0.9654
10_79,0.7164
10_8,0.8716
10_80,0.9212
10_81,0.6946
10_82,0.7058
10_83,0.9668
10_84,0.8142
10_85,0.7674
10_86,0.919
10_87,0.6398
10_88,0.9148
10_89,0.7336
10_9,0.8126
10_90,0.7082
10_91,0.7266
10_92,0.814
10_93,0.8524
10_94,0.8436
10_95,0.9718
10_96,0.834
10_97,0.9344
10_98,0.7618
10_99,0.9292
1082_1,0.9692
1082_10,0.999
1082_100,0.8052
1082_101,0.9174
1082_102,0.984
1082_103,0.9282
1082_104,0.9912
1082_105,0.9884
1082_106,0.9978
1082_107,0.9658
1082_108,0.772
1082_109,0.6646
1082_11,0.0
1082_110,0.9422
1082_111,0.9998
1082_112,0.7924
1082_113,0.979
1082_114,0.8704
1082_115,0.9018
1082_116,0.9692
1082_117,0.9876
1082_118,0.8962
1082_119,0.9048
1082_12,0.9664
1082_120,0.9784
1082_121,0.9528
1082_122,0.975
1082_123,0.998
1082_124,0.9002
1082_125,0.0
1082_126,0.9968
1082_127,0.8664
1082_128,0.987
1082_129,0.7526
1082_13,0.9958
1082_130,0.988
1082_131,0.916
1082_132,0.697
1082_133,0.8424
1082_134,0.9716
1082_135,0.777
1082_136,0.997
1082_137,0.7184
1082_138,0.7186
1082_139,0.7878
1082_14,0.748
1082_140,0.8996
1082_141,0.766
1082_142,0.9964
1082_143,0.976
1082_144,0.7872
1082_145,0.9986
1082_146,0.9496
1082_147,0.9954
1082_148,0.9726
1082_149,0.6976
1082_15,0.9114
1082_150,0.96
1082_151,0.8226
1082_152,0.9592
1082_153,0.9992
1082_154,0.9432
1082_155,0.9912
1082_156,0.8924
1082_157,0.9154
1082_158,0.977
1082_159,0.9066
1082_16,0.7934
1082_160,0.9946
1082_161,0.9994
1082_162,0.9676
1082_163,0.0304
1082_164,0.9148
1082_165,0.999
1082_166,0.9632
1082_167,0.6956
1082_168,0.9126
1082_169,0.9958
1082_17,0.9964
1082_170,0.6202
1082_171,0.9986
1082_172,0.8442
1082_173,0.7424
1082_174,0.9224
1082_175,0.7892
1082_176,0.7386
1082_177,0.8358
1082_178,0.9912
1082_179,0.8962
1082_18,0.8812
1082_180,0.8882
1082_181,0.8386
1082_182,0.0056
1082_183,0.8732
1082_184,0.646
1082_185,0.849
1082_186,0.9994
1082_187,0.862
1082_188,0.9578
1082_189,0.9998
1082_19,0.846
1082_190,0.935
1082_191,0.8946
1082_192,0.9996
1082_193,0.9088
1082_194,0.8716
1082_195,0.846
1082_196,0.9314
1082_197,0.9904
1082_198,0.0548
1082_199,0.974
1082_2,0.9926
1082_20,0.972
1082_200,0.9934
1082_21,0.9968
1082_22,0.8722
1082_23,0.9534
1082_24,0.903
1082_25,0.676
1082_26,0.9872
1082_27,0.9992
1082_28,0.9728
1082_29,0.0
1082_3,0.9866
1082_30,0.8324
1082_31,0.9782
1082_32,0.9828
1082_33,0.9962
1082_34,0.9718
1082_35,0.9998
1082_36,0.9202
1082_37,0.889
1082_38,0.0116
1082_39,0.9522
1082_4,0.991
1082_40,0.781
1082_41,0.7684
1082_42,0.8874
1082_43,0.9746
1082_44,0.999
1082_45,0.8746
1082_46,0.9662
1082_47,0.9346
1082_48,0.997
1082_49,0.992
1082_5,0.9656
1082_50,0.9856
1082_51,0.7476
1082_52,0.8252
1082_53,0.9946
1082_54,0.844
1082_55,0.8726
1082_56,0.9668
1082_57,0.9634
1082_58,0.6828
1082_59,0.8002
1082_6,0.9898
1082_60,0.8134
1082_61,0.8824
1082_62,0.9656
1082_63,0.0168
1082_64,0.816
1082_65,0.9526
1082_66,0.7782
1082_67,0.963
1082_68,0.9652
1082_69,0.9966
1082_7,0.9696
1082_70,0.9782
1082_71,0.9992
1082_72,0.7678
1082_73,0.9708
1082_74,0.9914
1082_75,0.9858
1082_76,1.0
1082_77,0.7138
1082_78,0.8038
1082_79,0.874
1082_8,0.9526
1082_80,0.9722
1082_81,0.7274
1082_82,0.9852
1082_83,0.755
1082_84,0.978
1082_85,0.9804
1082_86,0.9842
1082_87,0.893
1082_88,0.925
1082_89,0.9402
1082_9,0.9768
1082_90,0.729
1082_91,0.9968
1082_92,0.984
1082_93,0.868
1082_94,0.996
1082_95,0.9524
1082_96,0.0108
1082_97,0.9088
1082_98,0.787
1082_99,0.7516
2428_1,0.6964
2428_10,0.8244
2428_100,0.8524
2428_101,0.995
2428_102,0.919
2428_103,0.9768
2428_104,0.9522
2428_105,0.6998
2428_106,0.769
2428_107,0.6818
2428_108,0.6602
2428_109,0.694
2428_11,0.9734
2428_110,0.9512
2428_111,0.95
2428_112,0.6706
2428_113,0.6846
2428_114,0.9452
2428_115,0.9152
2428_116,0.716
2428_117,0.716
2428_118,0.9278
2428_119,0.6898
2428_12,0.9594
2428_120,0.9926
2428_121,0.648
2428_122,0.912
2428_123,0.954
2428_124,0.6926
2428_125,0.73
2428_126,0.9944
2428_127,0.7134
2428_128,0.9696
2428_129,0.0324
2428_13,0.6786
2428_130,0.6794
2428_131,0.9862
2428_132,0.998
2428_133,0.9808
2428_134,0.804
2428_135,0.6518
2428_136,0.7404
2428_137,0.996
2428_138,0.9844
2428_139,0.8706
2428_14,0.6884
2428_140,0.9126
2428_141,0.9332
2428_142,0.8282
2428_143,0.9672
2428_144,0.9624
2428_145,0.995
2428_146,0.8826
2428_147,0.9868
2428_148,0.654
2428_149,0.8108
2428_15,0.8062
2428_150,0.9966
2428_151,0.9518
2428_152,0.9904
2428_153,0.732
2428_154,0.8456
2428_155,0.7536
2428_156,0.88
2428_157,0.9932
2428_158,0.99
2428_159,0.9852
2428_16,0.972
2428_160,0.874
2428_161,0.065
2428_162,0.8862
2428_163,0.9914
2428_164,0.7106
2428_165,0.9806
2428_166,0.0088
2428_167,0.6882
2428_168,0.792
2428_169,0.9908
2428_17,0.6956
2428_170,0.9328
2428_171,0.9634
2428_172,0.9686
2428_173,0.82
2428_174,0.9206
2428_175,0.963
2428_176,0.9994
2428_177,0.9668
2428_178,0.993
2428_179,0.9852
2428_18,0.7318
2428_180,0.994
2428_181,0.6864
2428_182,0.0448
2428_183,0.8172
2428_184,0.931
2428_185,0.883
2428_186,0.9094
2428_187,0.7024
2428_188,0.8174
2428_189,0.9484
2428_19,0.7984
2428_190,0.6828
2428_191,0.7438
2428_192,0.722
2428_193,0.9824
2428_194,0.683
2428_195,0.9552
2428_196,0.113
2428_197,0.6798
2428_198,0.9658
2428_199,0.9958
2428_2,0.731
2428_20,0.93
2428_200,0.994
2428_21,0.7056
2428_22,0.7726
2428_23,0.6766
2428_24,0.7456
2428_25,0.7644
2428_26,0.9952
2428_27,0.6796
2428_28,0.8158
2428_29,0.9338
2428_3,0.0546
2428_30,0.897
2428_31,0.718
2428_32,0.9888
2428_33,0.715
2428_34,0.9462
2428_35,0.6696
2428_36,0.9966
2428_37,0.0054
2428_38,0.994
2428_39,0.874
2428_4,0.984
2428_40,0.8146
2428_41,0.9856
2428_42,0.9608
2428_43,0.99
2428_44,0.7896
2428_45,0.7202
2428_46,0.9252
2428_47,0.6842
2428_48,0.9546
2428_49,0.844
2428_5,0.8996
2428_50,0.9976
2428_51,0.9276
2428_52,0.6862
2428_53,0.8508
2428_54,0.8674
2428_55,0.995
2428_56,0.995
2428_57,0.933
2428_58,0.9854
2428_59,0.714
2428_6,0.6698
2428_60,0.7892
2428_61,0.8082
2428_62,0.704
2428_63,0.9514
2428_64,0.959
2428_65,0.896
2428_66,0.6704
2428_67,0.8098
2428_68,0.7498
2428_69,0.6658
2428_7,0.962
2428_70,0.6866
2428_71,0.9542
2428_72,0.9916
2428_73,0.997
2428_74,0.9604
2428_75,0.7806
2428_76,0.7994
2428_77,0.9976
2428_78,0.99
2428_79,0.8694
2428_8,0.6814
2428_80,0.8764
2428_81,0.9762
2428_82,0.9596
2428_83,0.9998
2428_84,0.7092
2428_85,0.9152
2428_86,0.927
2428_87,0.9174
2428_88,0.9786
2428_89,0.7474
2428_9,0.7414
2428_90,0.736
2428_91,0.982
2428_92,0.799
2428_93,0.7898
2428_94,0.7374
2428_95,0.7092
2428_96,0.9946
2428_97,0.9968
2428_98,0.9446
2428_99,0.6644
268_1,0.7956
268_10,0.8568
268_100,0.811
268_101,0.7204
268_102,0.8974
268_103,0.7538
268_104,0.8716
268_105,0.807
268_106,0.07
268_107,0.7714
268_108,0.6938
268_109,0.7786
268_11,0.799
268_110,0.8402
268_111,0.9728
268_112,0.8686
268_113,0.7012
268_114,0.9056
268_115,0.7174
268_116,0.0374
268_117,0.8004
268_118,0.7724
268_119,0.6882
268_12,0.753
268_120,0.9632
268_121,0.8312
268_122,0.867
268_123,0.7914
268_124,0.9776
268_125,0.917
268_126,0.8788
268_127,0.7148
268_128,0.718
268_129,0.8438
268_13,0.7506
268_130,0.7172
268_131,0.7968
268_132,0.7118
268_133,0.8674
268_134,0.7824
268_135,0.7642
268_136,0.8508
268_137,0.8394
268_138,0.9198
268_139,0.6822
268_14,0.9072
268_140,0.7296
268_141,0.894
268_142,0.7024
268_143,0.8866
268_144,0.8068
268_145,0.7562
268_146,0.8244
268_147,0.837
268_148,0.9832
268_149,0.8024
268_15,0.783
268_150,0.7458
268_151,0.7246
268_152,0.6754
268_153,0.8926
268_154,0.743
268_155,0.9392
268_156,0.8768
268_157,0.8084
268_158,0.9214
268_159,0.9352
268_16,0.0336
268_160,0.742
268_161,0.7592
268_162,0.8688
268_163,0.9216
268_164,0.979
268_165,0.711
268_166,0.8792
268_167,0.6904
268_168,0.8872
268_169,0.8526
268_17,0.9278
268_170,0.7534
268_171,0.9026
268_172,0.975
268_173,0.7154
268_174,0.9058
268_175,0.8842
268_176,0.8126
268_177,0.816
268_178,0.972
268_179,0.6526
268_18,0.7128
268_180,0.864
268_181,0.7976
268_182,0.8446
268_183,0.6998
268_184,0.6864
268_185,0.7784
268_186,0.8646
268_187,0.8816
268_188,0.9324
268_189,0.6786
268_19,0.7158
268_190,0.8208
268_191,0.8952
268_192,0.6766
268_193,0.6884
268_194,0.9028
268_195,0.012
268_196,0.9282
268_197,0.9428
268_198,0.9034
268_199,0.9068
268_2,0.7362
268_20,0.7232
268_200,0.838
268_21,0.8068
268_22,0.804
268_23,0.8086
268_24,0.8234
268_25,0.8152
268_26,0.9056
268_27,0.8232
268_28,0.693
268_29,0.8418
268_3,0.7132
268_30,0.8168
268_31,0.879
268_32,0.9542
268_33,0.9272
268_34,0.8242
268_35,0.8726
268_36,0.8522
268_37,0.7048
268_38,0.8286
268_39,0.8004
268_4,0.7594
268_40,0.9228
268_41,0.875
268_42,0.7214
268_43,0.7632
268_44,0.0086
268_45,0.818
268_46,0.7052
268_47,0.8286
268_48,0.8644
268_49,0.9438
268_5,0.8104
268_50,0.946
268_51,0.6616
268_52,0.9138
268_53,0.7514
268_54,0.7088
268_55,0.7468
268_56,0.7408
268_57,0.8184
268_58,0.9518
268_59,0.9252
268_6,0.8384
268_60,0.9228
268_61,0.9174
268_62,0.7754
268_63,0.9606
268_64,0.7874
268_65,0.7696
268_66,0.7222
268_67,0.7044
268_68,0.8798
268_69,0.8254
268_7,0.869
268_70,0.661
268_71,0.788
268_72,0.9274
268_73,0.9264
268_74,0.7844
268_75,0.8436
268_76,0.8228
268_77,0.7818
268_78,0.7636
268_79,0.962
268_8,0.6452
268_80,0.794
268_81,0.9096
268_82,0.7968
268_83,0.7066
268_84,0.6708
268_85,0.7346
268_86,0.955
268_87,0.8548
268_88,0.725
268_89,0.773
268_9,0.7036
268_90,0.7364
268_91,0.7474
268_92,0.98
268_93,0.683
268_94,0.9444
268_95,0.9546
268_96,0.9442
268_97,0.812
268_98,0.8896
268_99,0.871
2346_1,0.736
2346_10,0.6774
2346_100,0.881
2346_101,0.023
2346_102,0.9144
2346_103,0.7258
2346_104,0.8184
2346_105,0.8312
2346_106,0.848
2346_107,0.8572
2346_108,0.8266
2346_109,0.8528
2346_11,0.7394
2346_110,0.7388
2346_111,0.8968
2346_112,0.79
2346_113,0.7456
2346_114,0.809
2346_115,0.763
2346_116,0.8376
2346_117,0.7112
2346_118,0.9142
2346_119,0.8906
2346_12,0.8304
2346_120,0.8446
2346_121,0.7948
2346_122,0.917
2346_123,0.714
2346_124,0.7924
2346_125,0.7036
2346_126,0.724
2346_127,0.8946
2346_128,0.7628
2346_129,0.8498
2346_13,0.7992
2346_130,0.9348
2346_131,0.8954
2346_132,0.7338
2346_133,0.7286
2346_134,0.9072
2346_135,0.6608
2346_136,0.911
2346_137,0.8496
2346_138,0.7588
2346_139,0.8194
2346_14,0.7684
2346_140,0.701
2346_141,0.8114
2346_142,0.883
2346_143,0.8144
2346_144,0.8464
2346_145,0.929
2346_146,0.7552
2346_147,0.7844
2346_148,0.8162
2346_149,0.8736
2346_15,0.8258
2346_150,0.7424
2346_151,0.9244
2346_152,0.6912
2346_153,0.8158
2346_154,0.8772
2346_155,0.7636
2346_156,0.708
2346_157,0.9318
2346_158,0.6682
2346_159,0.846
2346_16,0.6818
2346_160,0.8728
2346_161,0.778
2346_162,0.7728
2346_163,0.7666
2346_164,0.7524
2346_165,0.7178
2346_166,0.7212
2346_167,0.88
2346_168,0.7244
2346_169,0.636
2346_17,0.7464
2346_170,0.93
2346_171,0.0052
2346_172,0.7208
2346_173,0.6398
2346_174,0.8158
2346_175,0.8982
2346_176,0.754
2346_177,0.8722
2346_178,0.8044
2346_179,0.7952
2346_18,0.8914
2346_180,0.7018
2346_181,0.8256
2346_182,0.7878
2346_183,0.8012
2346_184,0.7456
2346_185,0.7166
2346_186,0.6896
2346_187,0.8986
2346_188,0.843
2346_189,0.707
2346_19,0.9346
2346_190,0.0998
2346_191,0.8196
2346_192,0.7368
2346_193,0.899
2346_194,0.788
2346_195,0.8156
2346_196,0.7854
2346_197,0.8982
2346_198,0.7448
2346_199,0.6844
2346_2,0.6938
2346_20,0.7628
2346_200,0.014
2346_21,0.7544
2346_22,0.7518
2346_23,0.6964
2346_24,0.014
2346_25,0.8292
2346_26,0.7608
2346_27,0.7358
2346_28,0.7634
2346_29,0.927
2346_3,0.8706
2346_30,0.8948
2346_31,0.8458
2346_32,0.9068
2346_33,0.6522
2346_34,0.9082
2346_35,0.7228
2346_36,0.9394
2346_37,0.737
2346_38,0.6986
2346_39,0.9112
2346_4,0.8108
2346_40,0.7906
2346_41,0.8946
2346_42,0.0006
2346_43,0.8388
2346_44,0.669
2346_45,0.8218
2346_46,0.7352
2346_47,0.7236
2346_48,0.6916
2346_49,0.8566
2346_5,0.749
2346_50,0.7992
2346_51,0.8494
2346_52,0.8954
2346_53,0.8152
2346_54,0.6976
2346_55,0.6928
2346_56,0.783
2346_57,0.7532
2346_58,0.8864
2346_59,0.821
2346_6,0.8648
2346_60,0.8042
2346_61,0.7734
2346_62,0.8742
2346_63,0.7658
2346_64,0.7932
2346_65,0.8178
2346_66,0.7388
2346_67,0.8924
2346_68,0.7484
2346_69,0.9106
2346_7,0.8744
2346_70,0.7928
2346_71,0.7502
2346_72,0.0636
2346_73,0.0082
2346_74,0.0044
2346_75,0.8224
2346_76,0.866
2346_77,0.7126
2346_78,0.8214
2346_79,0.783
2346_8,0.8454
2346_80,0.907
2346_81,0.8174
2346_82,0.795
2346_83,0.7654
2346_84,0.7898
2346_85,0.873
2346_86,0.8568
2346_87,0.772
2346_88,0.8466
2346_89,0.873
2346_9,0.8982
2346_90,0.8852
2346_91,0.8504
2346_92,0.7488
2346_93,0.7976
2346_94,0.9136
2346_95,0.8216
2346_96,0.0568
2346_97,0.9236
2346_98,0.7816
2346_99,0.721
1890_1,0.815
1890_10,0.873
1890_100,0.7004
1890_101,0.9172
1890_102,0.7274
1890_103,0.934
1890_104,0.8412
1890_105,0.8688
1890_106,0.675
1890_107,0.7916
1890_108,0.8058
1890_109,0.6864
1890_11,0.8634
1890_110,0.8864
1890_111,0.77
1890_112,0.9622
1890_113,0.8126
1890_114,0.8918
1890_115,0.7032
1890_116,0.72
1890_117,0.9246
1890_118,0.7632
1890_119,0.9466
1890_12,0.7836
1890_120,0.672
1890_121,0.764
1890_122,0.7764
1890_123,0.6748
1890_124,0.8122
1890_125,0.8356
1890_126,0.0084
1890_127,0.7644
1890_128,0.7376
1890_129,0.927
1890_13,0.7688
1890_130,0.8956
1890_131,0.715
1890_132,0.8118
1890_133,0.7704
1890_134,0.9284
1890_135,0.7618
1890_136,0.7328
1890_137,0.8594
1890_138,0.786
1890_139,0.8842
1890_14,0.7434
1890_140,0.8082
1890_141,0.7562
1890_142,0.6982
1890_143,0.8654
1890_144,0.7372
1890_145,0.9466
1890_146,0.7636
1890_147,0.8248
1890_148,0.0802
1890_149,0.738
1890_15,0.8424
1890_150,0.8638
1890_151,0.8524
1890_152,0.687
1890_153,0.7662
1890_154,0.7228
1890_155,0.8338
1890_156,0.8032
1890_157,0.888
1890_158,0.8856
1890_159,0.7802
1890_16,0.7618
1890_160,0.861
1890_161,0.7268
1890_162,0.9268
1890_163,0.7184
1890_164,0.0194
1890_165,0.8052
1890_166,0.7546
1890_167,0.8612
1890_168,0.813
1890_169,0.7248
1890_17,0.806
1890_170,0.8332
1890_171,0.6724
